word,translation
tulûm (//dag-kisim),breast
"tûm, tuʾum",incantation(-formula)
tumānû,"an animal, rodent frequenting beams"
"tumrum, tūrum","(glowing) charcoal, ashes"
ṭuppu,(clay) tablet
ṭuppum,(clay) tablet
ṭuppum (//im-sar-ra),"clay tablet, document, letter"
"ṭuppum, tuppum (DUB)","clay tablet, document, letter"
ṭuppušu,very plump
"ṭupšarratum, tupšarratum (//dub-sar-munus)",female scribe
ṭupšarrum,scribe
"ṭupšarrum, tupšarrum (DUB.SAR)",scribe
ṭupšarrūtum,"scribal art, scholarship"
"ṭupšarrūtum, tupšarrūtum (//nam-dub-sar)","scribal art, scholarship"
ṭupšennum,tablet box
tupšikkum,"brick-carrying frame, earth basket, corvée"
"tupšikkum, šupšikkum","brick-carrying frame, earth basket"
tuqumtum,battle
"tuqumtum, tuqmatum","battle, fight"
turāḫum,wild goat
turba(l)lû,bare ground
turminû,"breccia, mottled stone, marble"
turru,turned
ṭurrum,"binding, knot"
turruṣum,straight
tūrtum,"turning, reversion"
tuša,it could have been that (modal particle)
Tuttul,GN
Tutu,DN
tutûm,"incantation, spell"
tūʾamum,twin
u,and
ū'a,woe! alas!
ubānu,finger
ubānum,finger
ubbubum,"cleansed, purified"
Ubšu-ukkinna,TN
Udibabbar,TN
udittum,"reed, marsh"
"ūdum, uddum","distress, affliction"
Udummu,GN
Ugār-Sîn,GN
ugāru,"(communally controlled) meadow, field"
ugārum,"(communally controlled) meadow, field,"
ugārum (A.GÀR),meadow
ugbabtum,(kind of) priestess
Ugbaru,PN
uggatum,"rage, fury"
Uggû,DN
uggugum,very furious
uggum,wrath
Uḫegalanna,"""abundant storm of heaven"", a heavenly beast"
uḫḫum,soda (?)
uḫḫurum,"late, remaining"
"uḫḫuzu, uḫḫazu","plated with, set in (metal)"
uḫinnum,fresh date(s)
uḫūlum (NAGA),"potash, plant for soap"
Uḫušgalanna,"""terrifying great storm of heaven"", a heavenly beast"
uklum I,darkness
"ukullû, akullû","provisions, subsistence, clearing tools(?)"
ukullûm,"provisions, fodder"
ukultum,"food, provisions"
ul,not
Ulâ,"GN, river"
ula,not
ulālum,weak
ulāpum,rag
uliltum,dried fig
ulla,long ago
ullânum,except (for)
ullikī'am,there
ullîš,"later, thereafter; before"
ullulum I,cleansed
ullûm,"that, distant, days of yore"
ullûm I (//ne-ri-a),that; distant
ullûm I (//ri-a),that; distant
ullûm II,exalted
ulmum,axe
ulṣum,"pleasure, rejoicing"
ulûm,"finest, best oil"
ulušinnum,date-sweetened emmer-beer
umāmum,animal
Umawum,man from Umma
ūmišam,daily
Umma,DN
Umma,GN
umma,saying
Ummān-manda,barbarian horde
ummānum,"army, troops"
ummānum (//lú),"army, troops"
ummatum,"main body, bulk"
ummiānum,craftsman; creditor
"ummiānum, ummânum","craftsman, specialist, expert"
ummu,mother
ummum,mother
ummum (//ama),mother
ūmtum,certain day
ūmu,day
ūmum,"day, time"
ūmum I (//u4),day
ūmum I (UD),"day, daily"
ūmum II,"stormwind, weather-beast, mythical lion"
Ūmumšu,DN
unīqum,female kid
Unirgalanna,"""noble storm of heaven"", a heavenly beast"
unnedukkum,letter
"unnīnum, unnēnum","supplication, petition"
"unūtu, anūtu","tools, equipment, household utensils"
unūtum,"tools, equipment, utensils"
Upê,GN
upellûm,charcoal
upīšum,(magical) procedure
upnum,(cupped) hand
"uppadētum, uppudētum",an overseer
uppum I,"tube, socket"
uppum II,(a type of) drum
"uppum, ḫuppum","a type of drum, drum-skin"
upru,a cloth headdress
upûm,cloud
upumtum,(a type) of flour
uqnû,lapis lazuli
uqnûm (//za-gi-na),"lapis lazuli, turquoise"
uqnûm (na4ZA.GÌN),"lapis lazuli, turquoise"
Ur-Nanshe,PN
Ur-Utu,PN
Uraš,DN
Uraš (dIB),DN
urāšum,a plot of land
urbatum,"rush, reed"
urgulûm,"lion-skin, figurine, illness"
urḫu,"way, path"
urḫum,"way, path"
Urigal-iṣi,DN
Urigal-qāti,DN
urigallum,"standard, symbol"
urīṣum (MÁŠ),male goat
urmazillum,tree-stump ?
urpatum,cloud
urpum,cloud(s)
urru,"daytime, day, light"
urrum,daytime
urrum (//du za-an-ni),"daytime, morning, daybreak"
uršānum,"warrior, hero"
urṣum,mortar (for spices)
uršum I,bedroom
uršum II,wisdom
ūru,"(nakedness, i.e.) pudenda"
urubātum,"keystone, keystones"
uruḫḫum,hair (of head)
Uruk,GN
Uruk (//šubax (ZA-MÙS-ba)),GN
ūrum,roof
urûm,"stable, stall"
Urum (//urim5.ki),GN
ūrum I,roof
ūrum II,"pudenda, nakedness"
Urumu,GN
uš-ta-ad?-di?-ir (v.),?
usātu,"help, assistance"
uskārum,crescent (moon)
Usmû,DN
ušparum,a ruler's staff
uššum,foundation(s)
ussûm (v.),to heal
ussurum,captured
uṣṣurum (v.),to listen attentively
usukkum,"temple, upper cheek"
usukkum (//te),"temple, upper cheek"
ūṣum,arrow(head)
ūsum I,"usage, custom, good practice"
"ūṣum, uṣṣum",arrow(head)
ušumgallum (GAL.BÚR/UŠUM; ú.šúm.gal),dragon
ušummum,dormouse
Usumurgalanna,"""dreadful great storm of heaven"", a heavenly beast"
Uṣur-amāssu,DN
uṣurtum,"drawing, plan, ordinance, regulation"
"uṣurtum, eṣertum","draft, drawing, ordinance"
Utana’ištum,PN
utlellûm (v.),"to rise, to rebel"
utlum,lap
utnēnu (v.),to pray
utnēnum (v.) (//ša-né-ša),G to pray; Gtn~G
"utnēnum, utninnum","supplication, prayer"
uṭṭatum,"grain, barley"
"uṭṭatum, uṭṭetum","grain, barley, seed(s)"
utukkum (UDUG),evil demon (a kind of)
Utulu,DN
Utulualim,DN
ūṭum,"span, half-cubit; forearm"
"uturrā'ū, wuturrûm",excess
uznu,"ear, wisdom, understanding"
uznum,"ear, wisdom, understanding, attention"
uznum (//géštug),"ear, wisdom, understanding"
uzzatum,"anger, rage"
uzzuktum,?
uzzum,"anger, rage"
"Uʾānum, Umānum",PN
wa'ārum (v.),"to go against, confront"
wā'erum,leader?
wabālu (v.),"to carry, bring, carry off"
wabālum (v.),"to carry, bring, (Š) send, deliver"
wābilum,who brings
wābilum (//gá-gá),carrier
"wabrum, ubrum",stranger
walādum (v.),G to give birth
waldu,born
wālidum,"one who begets, progenitor"
wālittum,one who gives/has given/is about to give birth
wamālum (v.),"to be veiled, covered; D veil, darken, eclipse"
wapûm (v.),"to be(come) visible, appear, (Š) make manifest, proclaim"
waqārum (v.),"to be(come) rare, precious"
waqru,"rare, valuable"
waqrum,"rare, valuable, precious"
waqûm (v.),"G to wait, Dt wait, await, expect, to wait attentively"
Warad-Illili,PN
warādu (v.),to go down
warādum (v.),to go down
warāqum (v.),"G to become green, pale"
warbum,"uncultivated, waste (?)"
Wardat-Lilîm,"DN, a storm demon"
wardatum (//ki-sikil),"girl, young woman"
wardatum (KI.SIKIL),"girl, young woman"
wardum,"slave, servant"
wardum (SAG.ÌR; ÌR),"slave, servant"
wardūtum,slavery
warḫu,"the moon, day of new moon, month"
warḫum,"(day of new) moon, month"
warḫum (ITI),"the moon, (day of) new moon, first day of month"
warka,"afterwards, later"
"warka, arki","afterwards, later"
warkānum,"later, afterwards"
warkat,after
warkatam,"later, soon afterwards; at the rear"
warkatum,"rear, estate, legacy, background, affair, backside; after"
warkatum (//èn),"rear, estate, legacy, background"
warki,"after, behind"
warkītum,"posterity, descendants; future; haunches"
warku,following
warkûm,"rear, later"
warqum,"yellow, green, greenery, vegetables"
"warqum, erqum","yellow, green"
wâru (v.),"to go (up to), (Š) lead"
warûm (v.),"G to lead, conduct; Gtn iter. guide, steer, administer"
warûm (v.),to bring along
wârum (v.) (//na-de5),to instruct
"wârum, maʾārum (v.)","to go (up to), (D) instruct, commission, govern, give charge"
wašābu (v.),"to sit (down), dwell"
waṣābum (v.),"G to add, increase"
wašābum (v.),"to sit (down), dwell"
wašābum (v.) (//tu),"to sit, dwell"
wasāmum (v.),"to be fitting, suitable, beautiful"
wašāpum (v.),"G to exorcise; D ""cure"" by exorcism"
"waṣāpum, waṣābum (v.)","to add, increase, add on interest"
wašāru (v.),"to sink down, (D) release"
wašārum (v.),"to sink down, (D) release, set free"
wašāṭum (v.),"G to be(come) stiff, difficult"
wašbum,"inhabitant, resident, present"
waṣibtum (//dah-dah-e),addition
wāšibu,"sitting, dwelling, inhabitant"
wāšibum,"sitting, dwelling, inhabitant"
wāšipum,"sorcerer, magician, incantation priest, exorcist"
wāṣium,one going out
wasmum,"fitting, suitable"
wašrum,"submissive, humble"
wašṭum,"stiff, difficult, stubborn; tough"
wašṭūtum,distress
waṣû (v.),to go out
waṣûm (v.),to go out
waṣûm (v.) (//è),"G to go out, depart; Š caus. of G"
watārum (v.),"G to become outsize, surplus; D to enlarge, make great, maximize; Š to make increase, to make excessive"
"watmanum, aṭmanum","cella, inner sanctum, temple"
watmum,hatchling
watmum (//amar),hatchling
watrum,huge
watû (v.),"to find, discover"
watûm (v.),to find
"Wê, Ê",DN
wēdiššum,aloneness
wēdûm,"prominent, high-placed, noble"
Wēr,DN
werrum,mighty one
werû,copper
werûm,copper
wiāṣum (v.),"G to become too little, small"
wildum,"offspring, young"
"wīṣum, mīṣum","few, small"
wu''udum (v.),"D to make single, solitary"
"wu''urtum, wûrtum (//á-ág-gá)","commision, command"
"wu''urtum, wûrtum, ûrtum","order, command"
wurrûm (v.),to cut off
Wurumu,GN
"wussûm, mussûm (v.)","to identify, distinguish"
"wuššuru, muššuru","exempt, released, loosened"
wuššurum,"exempt; released, loosened"
wuṣṣuṣum (v.),"to interrogate, investigate"
"wuʾʾurtum, ûrtum","commission, command, advice"
x-dān,PN
x-mudammiq,PN
yā'um,"my, mine"
yammina,"who?, which one?"
Yamutbal,GN
yānu,(there) is not
yâši,"to me, me"
yâšim,"me, to me"
"yâšim, ayyâšim","to, for me"
"yašpû, ašpû",jasper
"yašpûm, ašpû",jasper
yâti,(to) me
"yâti, yâtu",me
Zā,PN
za'ānum,"to be embellished, to be equipped"
zā'erum,"hostile, enemy"
"zā'erum, zā'irum","hostile, enemy"
Zababa,DN
zabālum (v.),"to carry, deliver"
zabbilum,"bearing, bearer"
zabūlātum,"pack, load"
zâbum (v.),"G to dissolve, flow (away)"
zakārum (v.),"to speak, say"
zakārum (v.) (//pa(d)),"to speak, say, name, mention; talk; swear"
"zakārum, saqārum (v.)","to speak, say, name, mention; talk; swear"
zakûm,"pure, clear, free (of guilt)"
zakûm (v.),"to be(come) clear, pure, D cleanse, purify"
zakûtum,"cleansing, exemption (from tax or obligation)"
zalāqum,(a shiny stone)
zāmânûm,"hostile, enemy"
zamar,"quickly, hurriedly, immediately"
zamāru (v.),to sing (of)
zamārum (ŠÌR),song
zamārum (v.),to sing (of)
zamram (cf. zamariš),quickly
zanānum (v.),"to provision, provide"
zanānum (v.) I,G to rain
zanānum (v.) II,"to provision, provide"
zāninum,provisioner
zannu,provided (with)
zappum,"tuft of hair, bristle, Pleiades"
zaqānum (v.),"to wear a beard, be bearded"
zaqātum (v.),G to sting
zaqiptum,"vertical, high conical crown(?)"
zaqtum,"pointed, coming to a point"
zarāqum (v.),"to sprinkle, strew"
zāratum,"tent, awning"
Zāriqu,DN
Zarpānītu,DN
Zarpānītum,DN
zarriqum,iridescent
zārûm,"scattering, winnower, begetter, progenitor"
zarûm (v.),"to winnow, scatter"
"zārûm, zērûm","scattering; winnower; begetter, progenitor"
zassarum,vegetable (a kind of)
zāwiānum,enemy
zâzum (v.),"to divide, get a share"
zaʾānum (v.),"to be adorned, (D) decorate"
zāʾerum,"hostile, enemy"
zenûm (//ša-ab-bi ḫu-lu-di-ma),"angry, offended"
zenûm (//šà-dab),"angry, offended"
zenûm (v.),to be angry
zēru,seed(s)
zērum,seed(s)
zêrum (v.),"G to dislike, hate, reject"
zêrum (v.) (//bi-re),"G to dislike, hate, reject"
zērum I,"hatred, hostile"
zērum II (NUMUN),seed(s)
zērūtum,hatred
zīaqum (v.),"G to blow, waft, gust"
zibbatum,"tail, SN"
zibnum,reed mat
zībum,"offering, sacrifice"
"zikarum, zikkarum","male, virile"
"zikarum, zikrum (NITA)","male, virile; man"
zikrum,"utterance, name, speech"
"zikrum, siqrum","utterance, name; mention of the name; reputation"
zikrūtum,"manliness, virility"
zikur(r)rudûm (ZI.KU5.RU.DA/DÈ),"""cutting of life"", a type of evil spell"
Zimri-Lim,RN
Zimri-Lim (//zi-im-ri-li-im),RN
zimrum,song
zīmum,"face, appearance"
zinnātum,"support, maintenance"
zinnum,rain
zinûm,rib of palm-frond
zīqīqum,"wind, breeze"
zīqīqum (//líl),"wind, breeze"
ziqnu,beard
ziqnum,beard
ziqqum,(a pillar)
"ziqqurratu, siqqurratu","ziggurat, temple-tower"
ziqqurratum,"ziggurat, temple tower"
zīqtum,torch
ziqziqqum,"gale, atorm-wind"
zīrum III (ḪUL.GIG),hate
Zisudra,PN
zittum (ḪA.LA),share
zubbum,fly
zukkûm,"purified, cleansed"
zûm,excrement
zummûm (v.),D to be deprived of; deprive; Š deprive
zumru,"body, person"
zumrum,"body, person"
zunnum,rain
zunnum (//im),rain
zunzunnatu,a shoe
"zuqiqīpum, zuqaqīpum","scorpion, constellation Scorpius"
"zuqiqīpum, zuqaqīpum (GÍR.TAB)",scorpion
zuqquranum,height?
zūtum,"sweat, exudation"
